                            EPHEMERIDES NAUTIQUES DU SOLEIL A 0H UT - ANNEE 2027
                            ====================================================
 
|     Date    |Jr.|   AHvo   |Var AHvo|    Dec    |Var Dec|   AHso   |  T.Pass  |   Lever    |   Coucher   |
| 2027 Dec 14 | M | 181 25.9 | 14.995 | S 23 10.8 | +0.15 |  82 26.7 | 11 54 31 | 7 30 (123) | 16 19 (237) |
| 2027 Dec 15 | M | 181 18.8 | 14.995 | S 23 14.3 | +0.13 |  83 25.9 | 11 54 59 | 7 31 (123) | 16 19 (237) |
| 2027 Dec 16 | J | 181 11.6 | 14.995 | S 23 17.4 | +0.11 |  84 25.0 | 11 55 28 | 7 32 (123) | 16 19 (237) |
| 2027 Dec 17 | V | 181  4.3 | 14.995 | S 23 20.1 | +0.09 |  85 24.1 | 11 55 57 | 7 32 (123) | 16 19 (237) |
| 2027 Dec 18 | S | 180 57.0 | 14.995 | S 23 22.2 | +0.07 |  86 23.3 | 11 56 27 | 7 33 (123) | 16 20 (237) |
| 2027 Dec 19 | D | 180 49.7 | 14.995 | S 23 23.9 | +0.05 |  87 22.4 | 11 56 56 | 7 34 (123) | 16 20 (237) |
| 2027 Dec 20 | L | 180 42.3 | 14.995 | S 23 25.2 | +0.03 |  88 21.6 | 11 57 26 | 7 34 (123) | 16 20 (237) |
| 2027 Dec 21 | M | 180 34.8 | 14.995 | S 23 25.9 | +0.01 |  89 20.7 | 11 57 56 | 7 35 (123) | 16 21 (237) |
| 2027 Dec 22 | M | 180 27.4 | 14.995 | S 23 26.2 | -0.01 |  90 19.8 | 11 58 25 | 7 35 (123) | 16 21 (237) |
| 2027 Dec 23 | J | 180 19.9 | 14.995 | S 23 26.0 | -0.03 |  91 19.0 | 11 58 55 | 7 36 (123) | 16 22 (237) |
| 2027 Dec 24 | V | 180 12.4 | 14.995 | S 23 25.4 | -0.05 |  92 18.1 | 11 59 25 | 7 36 (123) | 16 23 (237) |
| 2027 Dec 25 | S | 180  5.0 | 14.995 | S 23 24.3 | -0.07 |  93 17.2 | 11 59 55 | 7 37 (123) | 16 23 (237) |
| 2027 Dec 26 | D | 179 57.5 | 14.995 | S 23 22.7 | -0.09 |  94 16.4 | 12  0 25 | 7 37 (123) | 16 24 (237) |
| 2027 Dec 27 | L | 179 50.1 | 14.995 | S 23 20.6 | -0.11 |  95 15.5 | 12  0 55 | 7 37 (123) | 16 25 (237) |
| 2027 Dec 28 | M | 179 42.7 | 14.995 | S 23 18.1 | -0.13 |  96 14.7 | 12  1 24 | 7 38 (123) | 16 25 (237) |
| 2027 Dec 29 | M | 179 35.3 | 14.995 | S 23 15.1 | -0.14 |  97 13.8 | 12  1 54 | 7 38 (123) | 16 26 (237) |
| 2027 Dec 30 | J | 179 28.0 | 14.995 | S 23 11.6 | -0.16 |  98 13.0 | 12  2 23 | 7 38 (123) | 16 27 (237) |
| 2027 Dec 31 | V | 179 20.7 | 14.995 | S 23  7.7 | -0.18 |  99 12.1 | 12  2 52 | 7 38 (123) | 16 28 (237) |
 
                                                                                      (c) http://navastro.fr
 
      AHvo = Angle Horaire du Soleil vrai a Greenwich
  Var AHvo = Variation horaire de AHvo
       Dec = Declinaison du Soleil
   Var Dec = Variation horaire de Dec
      AHso = Angle Horaire du Point Vernal a Greenwich
  Var AHso = Variation horaire de AHso : 15.042° (constante)
    T.Pass = Heure UT de passage du Soleil a Greenwich
 Les heures UT et azimuts du lever et du coucher du soleil (apparition ou disparition du
 bord superieur du soleil) sont donnes pour une latitude de 45°N et une longitude de 0°.



                                             EPHEMERIDES NAUTIQUES SIMPLIFIEES
                                              DES PRINCIPALES ETOILES EN 2027
 
|             |              ASCENSION VERSE              ||                  DECLINAISON                  | 
|     Nom     |  JANVIER |   AVRIL  |  JUILLET |  OCTOBRE ||  JANVIER  |   AVRIL   |  JUILLET  |  OCTOBRE  |
|             |    °    '|    °    '|    °    '|    °    '||     °    '|     °    '|     °    '|     °    '|
| ACHERNAR    | 335 18.8 | 335 19.4 | 335 18.9 | 335 18.0 || S 57  6.2 | S 57  6.0 | S 57  5.5 | S 57  5.5 |
| ACRUX       | 172 58.2 | 172 57.3 | 172 57.8 | 172 58.2 || S 63 14.7 | S 63 15.2 | S 63 15.5 | S 63 15.2 |
|*ADHARA      | 255  4.2 | 255  4.4 | 255  4.6 | 255  4.1 || S 29  0.5 | S 29  0.8 | S 29  0.6 | S 29  0.3 |
|*ALDEBARAN   | 290 37.4 | 290 37.7 | 290 37.6 | 290 36.9 || N 16 33.8 | N 16 33.8 | N 16 33.8 | N 16 33.9 |
| Alioth      | 166 11.6 | 166 10.8 | 166 11.2 | 166 11.6 || N 55 48.4 | N 55 48.6 | N 55 48.8 | N 55 48.6 |
| Alkaid      | 152 50.9 | 152 50.1 | 152 50.3 | 152 50.7 || N 49 10.4 | N 49 10.4 | N 49 10.8 | N 49 10.6 |
| Al Na'Ir    |  27 31.2 |  27 31.0 |  27 30.1 |  27 29.8 || S 46 50.0 | S 46 49.6 | S 46 49.4 | S 46 49.5 |
|*Alnilam     | 275 35.7 | 275 36.0 | 275 36.0 | 275 35.4 || S  1 11.1 | S  1 11.2 | S  1 11.1 | S  1 10.9 |
|*Alphard     | 217 45.9 | 217 45.8 | 217 46.0 | 217 45.8 || S  8 46.6 | S  8 46.8 | S  8 46.8 | S  8 46.6 |
|*Alphecca    | 126  2.6 | 126  1.9 | 126  1.8 | 126  2.1 || N 26 37.3 | N 26 37.1 | N 26 37.4 | N 26 37.5 |
|*Alpheratz   | 357 33.1 | 357 33.2 | 357 32.6 | 357 32.1 || N 29 14.6 | N 29 14.4 | N 29 14.5 | N 29 14.8 |
|*ALTAIR      |  61 58.7 |  61 58.2 |  61 57.6 |  61 57.7 || N  8 56.4 | N  8 56.3 | N  8 56.5 | N  8 56.7 |
| Ankaa       | 353  5.6 | 353  5.8 | 353  5.2 | 353  4.6 || S 42  9.8 | S 42  9.5 | S 42  9.1 | S 42  9.2 |
|*ANTARES     | 112 14.1 | 112 13.4 | 112 13.0 | 112 13.3 || S 26 29.4 | S 26 29.5 | S 26 29.6 | S 26 29.6 |
|*ARCTURUS    | 145 46.6 | 145 45.9 | 145 45.9 | 145 46.2 || N 19  2.3 | N 19  2.2 | N 19  2.4 | N 19  2.4 |
| Atria       | 107  7.4 | 107  5.7 | 107  4.8 | 107  5.7 || S 69  4.4 | S 69  4.3 | S 69  4.7 | S 69  4.8 |
| Avior       | 234 13.5 | 234 13.7 | 234 14.5 | 234 14.1 || S 59 35.7 | S 59 36.1 | S 59 36.0 | S 59 35.6 |
|*BELLATRIX   | 278 20.8 | 278 21.0 | 278 21.0 | 278 20.4 || N  6 22.4 | N  6 22.4 | N  6 22.5 | N  6 22.6 |
|*BETELGEUSE  | 270 50.0 | 270 50.2 | 270 50.2 | 270 49.6 || N  7 24.7 | N  7 24.6 | N  7 24.7 | N  7 24.8 |
| CANOPUS     | 263 51.1 | 263 51.6 | 263 52.0 | 263 51.4 || S 52 42.6 | S 52 42.9 | S 52 42.6 | S 52 42.3 |
| CAPELLA     | 280 19.0 | 280 19.3 | 280 19.3 | 280 18.4 || N 46  1.5 | N 46  1.6 | N 46  1.4 | N 46  1.4 |
| CASTOR      | 245 54.6 | 245 54.7 | 245 54.9 | 245 54.3 || N 31 49.6 | N 31 49.7 | N 31 49.7 | N 31 49.5 |
| DENEB       |  49 25.1 |  49 24.8 |  49 24.0 |  49 24.0 || N 45 22.7 | N 45 22.4 | N 45 22.7 | N 45 23.1 |
|*Denebola    | 182 23.2 | 182 22.8 | 182 22.9 | 182 23.0 || N 14 25.1 | N 14 25.0 | N 14 25.1 | N 14 25.0 |
|*Diphda      | 348 45.6 | 348 45.8 | 348 45.3 | 348 44.7 || S 17 50.4 | S 17 50.3 | S 17 49.9 | S 17 49.9 |
| Dubhe       | 193 38.7 | 193 38.2 | 193 38.9 | 193 38.9 || N 61 35.9 | N 61 36.2 | N 61 36.3 | N 61 35.9 |
|*Elnath      | 277 59.4 | 277 59.7 | 277 59.6 | 277 58.9 || N 28 37.8 | N 28 37.8 | N 28 37.8 | N 28 37.8 |
| Eltanin     |  90 42.0 |  90 41.2 |  90 40.7 |  90 41.2 || N 51 29.0 | N 51 28.8 | N 51 29.2 | N 51 29.4 |
|*Enif        |  33 37.4 |  33 37.2 |  33 36.5 |  33 36.4 || N 10  0.0 | N  9 59.9 | N 10  0.1 | N 10  0.4 |
|*FOMALHAUT   |  15 12.9 |  15 12.8 |  15 12.1 |  15 11.7 || S 29 28.9 | S 29 28.6 | S 29 28.3 | S 29 28.4 |
| Gacrux      | 171 49.8 | 171 49.0 | 171 49.3 | 171 49.7 || S 57 15.6 | S 57 16.1 | S 57 16.4 | S 57 16.1 |
| Hadar       | 148 33.9 | 148 32.8 | 148 32.8 | 148 33.4 || S 60 30.0 | S 60 30.3 | S 60 30.6 | S 60 30.5 |
|*Hamal       | 327 49.2 | 327 49.4 | 327 49.0 | 327 48.3 || N 23 35.6 | N 23 35.4 | N 23 35.5 | N 23 35.7 |
| Kaus Austr. |  83 30.8 |  83 30.0 |  83 29.4 |  83 29.6 || S 34 22.3 | S 34 22.2 | S 34 22.2 | S 34 22.3 |
| Kochab      | 137 20.6 | 137 18.9 | 137 19.3 | 137 20.9 || N 74  2.3 | N 74  2.3 | N 74  2.7 | N 74  2.6 |
|*Markab      |  13 28.4 |  13 28.4 |  13 27.7 |  13 27.4 || N 15 21.2 | N 15 21.0 | N 15 21.2 | N 15 21.5 |
|*Menkar      | 314  4.2 | 314  4.5 | 314  4.2 | 314  3.6 || N  4 11.8 | N  4 11.7 | N  4 11.9 | N  4 12.1 |
| Menkent     | 147 55.8 | 147 55.1 | 147 55.0 | 147 55.3 || S 36 30.0 | S 36 30.3 | S 36 30.5 | S 36 30.4 |
| Miaplacidus | 221 37.1 | 221 37.4 | 221 38.6 | 221 38.4 || S 69 49.5 | S 69 50.0 | S 69 50.0 | S 69 49.6 |
| MIMOSA      | 167 40.3 | 167 39.4 | 167 39.7 | 167 40.1 || S 59 50.0 | S 59 50.4 | S 59 50.7 | S 59 50.4 |
| Mirfak      | 308 25.5 | 308 26.0 | 308 25.6 | 308 24.7 || N 49 57.6 | N 49 57.6 | N 49 57.4 | N 49 57.5 |
|*Nunki       |  75 46.1 |  75 45.5 |  75 44.9 |  75 45.0 || S 26 15.8 | S 26 15.7 | S 26 15.6 | S 26 15.7 |
| Peacock     |  53  3.7 |  53  3.1 |  53  2.0 |  53  2.0 || S 56 39.0 | S 56 38.6 | S 56 38.5 | S 56 38.8 |
| Polaire (La)| 312 50.8 | 313 28.7 | 313 15.4 | 312 28.5 || N 89 22.9 | N 89 22.9 | N 89 22.5 | N 89 22.6 |
|*POLLUX      | 243 14.9 | 243 15.0 | 243 15.2 | 243 14.7 || N 27 57.5 | N 27 57.6 | N 27 57.6 | N 27 57.4 |
|*PROCYON     | 244 48.8 | 244 48.8 | 244 49.0 | 244 48.6 || N  5  9.3 | N  5  9.2 | N  5  9.2 | N  5  9.3 |
|*Rasalhague  |  95 57.4 |  95 56.7 |  95 56.3 |  95 56.6 || N 12 32.4 | N 12 32.2 | N 12 32.5 | N 12 32.6 |
|*REGULUS     | 207 32.5 | 207 32.2 | 207 32.5 | 207 32.3 || N 11 50.0 | N 11 49.9 | N 11 50.0 | N 11 49.9 |
|*RIGEL       | 281  2.0 | 281  2.2 | 281  2.2 | 281  1.6 || S  8 10.3 | S  8 10.4 | S  8 10.2 | S  8 10.0 |
| RIGIL KENT. | 139 38.5 | 139 37.3 | 139 37.2 | 139 37.9 || S 60 56.6 | S 60 56.8 | S 60 57.2 | S 60 57.1 |
|*Sabik       | 102  1.2 | 102  0.5 | 102  0.1 | 102  0.3 || S 15 45.5 | S 15 45.6 | S 15 45.5 | S 15 45.5 |
| SCHAULA     |  96  8.5 |  96  7.7 |  96  7.2 |  96  7.4 || S 37  7.3 | S 37  7.3 | S 37  7.4 | S 37  7.5 |
| Schedar     | 349 29.1 | 349 29.5 | 349 28.6 | 349 27.9 || N 56 41.5 | N 56 41.2 | N 56 41.1 | N 56 41.5 |
|*SIRIUS      | 258 24.4 | 258 24.6 | 258 24.8 | 258 24.3 || S 16 45.2 | S 16 45.4 | S 16 45.2 | S 16 45.1 |
|*SPICA       | 158 20.6 | 158 20.0 | 158 20.1 | 158 20.2 || S 11 18.1 | S 11 18.4 | S 11 18.4 | S 11 18.3 |
| Suhail      | 222 44.7 | 222 44.7 | 222 45.1 | 222 44.9 || S 43 32.4 | S 43 32.9 | S 43 32.8 | S 43 32.5 |
| VEGA        |  80 32.6 |  80 32.0 |  80 31.4 |  80 31.7 || N 38 48.5 | N 38 48.2 | N 38 48.6 | N 38 48.9 |
|*Zuben'genubi| 136 54.4 | 136 53.7 | 136 53.5 | 136 53.8 || S 16  9.2 | S 16  9.4 | S 16  9.4 | S 16  9.4 |
 
                                                                                    (c) http://navastro.fr
 
 Etoiles de magnitude inferieure a 2,5.
 Les noms en MAJUSCULES designent les etoiles les plus brillantes, de magnitude inferieure a 1,6.
 Les noms precedes d'une * designent les etoiles de declinaison <30ø, utilisables avec les HO249 Vol. 2 et 3
